"This data is provided to meet the data availability requirements for a scientific publication. Data is derived from NIH's internal datasets and from Digital Science's Dimensions Platform. Data from Digital Science is based on metadata as of March 2024 from Digital Science's Dimensions platform, available at https://app.dimensions.ai/. Access was granted under license agreement with the National Cancer Institute. Researchers interested in exploring the data further should visit the Dimensions platform website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppid,researcher_ids,n_pubs,n_nci_funded_pubs,n_nci_funded_projs,nci_role,qual_nci_appl_ids,qual_nci_projs,collab_nci_funded_only,moonshot_pi,min_moonshot_fy,moonshot_projects,med_authors_overall,avg_authors_overall,nci_pub_avg_authors,msfunded_pub_avg_authors,collab_types,n_collab_pubs,n_collab_projs,n_network_collaborators,n_network_coauthors,n_network_copis,n_ms_network_collaborators,n_ms_network_coauthors,n_ms_network_copis,n_collab_nci_docs,n_collab_nci_funded_pubs,n_collab_nci_funded_projs,n_collab_ms_docs,n_collab_msfunded_pubs,n_collab_msfunded_projs,collab_ms_funded_only,collab_post_ms
1858088,ur.0653516643.26,23,14,1,project_pi,9284265,R01CA126618,n,n,,,10,10.2,11.2,,publication,16,0,14,14,0,,,,9,9,0,,,,,
7616499,ur.01357517547.54,43,24,2,project_pi,9268741; 9376844; 9477352; 9598106,R01CA172046,n,n,,,4,6.5,6.8,,publication,13,0,23,23,0,,,,9,9,0,,,,,
10733866,ur.0772367707.06,18,9,1,project_pi,10467795; 9512368; 9658498,R21CA216763,n,n,,,4.5,4.9,6.1,,publication,15,0,5,5,0,,,,9,9,0,,,,,
10501140,ur.0653414655.28,36,31,3,project_pi,10123197; 10347566; 9187445; 9384993; 9604318; WITHHELDAPPL175,R01CA194090; R21CA268163,n,n,,,4.5,6,5.5,,publication,12,0,12,12,0,,,,9,9,0,,,,,
10669040,ur.0771327266.18,52,13,1,project_pi,10299304; 10438847,R01CA251534,n,n,,,7,7.4,10.5,,publication,19,0,15,15,0,,,,9,9,0,,,,,
8047593,ur.01125302203.67,64,14,1,project_pi,10275448; 10445324,R01CA262084,n,n,,,7,8.2,11.1,,publication,11,0,15,15,0,,,,9,9,0,,,,,
9345125,ur.0662453320.66,41,23,2,project_pi,9294799; 9512770; 9719774,R01CA183764,n,n,,,7,8.5,9.3,,publication,11,0,8,8,0,,,,9,9,0,,,,,
14271813,ur.015732052223.04; ur.0762151417.26,399,17,1,project_pi,9313223,R21CA209189,n,n,,,4,4.5,7.6,,publication,11,0,5,5,0,,,,9,9,0,,,,,
10112430,ur.013712164547.15; ur.016102506147.16,39,16,2,project_pi,10125115; 10170756; 10379968; 10493715; 9728362; 9906188,R01CA226570,n,n,,,7,7.1,8.1,,publication,18,0,10,10,0,,,,9,9,0,,,,,
14193187,ur.0717226410.48,50,19,1,project_pi,10422200,R01CA270136,n,n,,,8,11.8,18.3,,publication,13,0,34,34,0,,,,9,9,0,,,,,
9300777,ur.01321534300.49,36,15,1,project_pi,10074754; 10355412; 10435200; 10524084; 10606046; 9520934; 9737896; 9947893,R01CA214511,n,n,,,6,7.9,8.3,,publication,16,0,7,7,0,,,,9,9,0,,,,,
1865385,ur.01313522247.24,49,30,4,project_pi,10500860; 9248210; 9835687; 9955224,R01CA115746; R01CA273010; R21CA243255,n,n,,,7,8.6,8.6,,publication,12,0,6,6,0,,,,9,9,0,,,,,
1892974,ur.0602250126.18,54,45,1,project_pi,9253355; 9441726; 9666867; 9884737,R01CA192176,n,n,,,7.5,12,12.6,,publication,13,0,16,16,0,,,,9,9,0,,,,,
10218360,ur.01277661176.45,22,10,2,project_pi,9184538,R00CA175690,n,n,,,7,7.3,7.8,,publication,11,0,12,12,0,,,,9,9,0,,,,,
1877678,ur.01006526247.33,43,24,1,project_pi,9247929; 9477407,R01CA058530,n,n,,,4,5,5.2,,publication,11,0,9,9,0,,,,9,9,0,,,,,
2086793,ur.015660305257.47,78,38,3,project_pi,9269540; 9477606; 9684575; 9916629,R01CA197098,n,n,,,6,76.1,147.2,,publication,12,0,149,149,0,,,,9,9,0,,,,,
10310448,ur.0732353330.57,17,15,6,project_pi,10203868; 10441292; 9227873; 9534025; 9594690; 9654846; 9731433; 9831143; 9947899,R01CA222930; R03CA212068; R03CA219523,n,n,,,8,12.4,13.2,,publication,10,0,19,19,0,,,,9,9,0,,,,,
10476569,ur.01251450007.90,51,24,1,project_pi,10120366; 10488164,R01CA245083,n,n,,,8,40.1,11.6,,publication,20,0,19,19,0,,,,9,9,0,,,,,
9746191,ur.01043445573.07,16,9,1,project_pi,10003825; 10234039; 9422293; 9567515; 9763507,R50CA211556,n,n,,,4.5,5.5,5.9,,publication,16,0,2,2,0,,,,9,9,0,,,,,
10775804,ur.01117056750.84,19,11,1,project_pi,10413558,R37CA269249,n,n,,,8,9.6,10.3,,publication,15,0,20,20,0,,,,9,9,0,,,,,
6083976,ur.01004430022.13,182,14,1,project_pi,10112637; 10322756,R21CA256390,n,n,,,10,12.1,18.6,,publication,53,0,25,25,0,,,,9,9,0,,,,,
3063287,ur.014106404044.26,44,35,7,project_pi,10064085; 10089416; 10211705; 10305613; 10368980; 10498918; 9322798; 9448046; 9452801; 9607997; 9626355; 9830592; 9878065,R01CA208852; R01CA216876; R01CA251439; R01CA272591,n,n,,,7,8.3,8,,publication,15,0,20,20,0,,,,9,9,0,,,,,
10785164,ur.0612546565.90,21,16,2,project_pi,10367317,R01CA255712,n,n,,,6,8.4,9.4,,publication,10,0,7,7,0,,,,9,9,0,,,,,
10525211,ur.01112156346.18,46,31,3,project_pi,10353727; 10452926; 9187917; 9385743; 9600664; 9827486,R01CA194064; R21CA263759; R21CA267853,y,n,,,6,5.9,5.7,,publication,9,0,7,7,0,,,,9,9,0,,,,,
9073602,ur.013147050607.85,19,14,2,project_pi,10056210; 9212271; 9393308; 9605087; 9827556,R01CA211095,n,n,,,9,9,8.9,,publication,12,0,14,14,0,,,,9,9,0,,,,,
1879958,ur.01102140643.74,46,27,3,project_pi,10111473; 9249510; 9333612; 9453663; 9477642; 9635746; 9684588; 9856995,R01CA178445; R01CA217207,n,n,,,10,12.8,12.7,,publication,18,0,21,21,0,,,,9,9,0,,,,,
11601100,ur.01325000041.45,20,12,2,project_pi,10200265; 10250565; 10474386,R00CA241110,n,n,,,11.5,13.2,13.5,,publication,14,0,18,18,0,,,,9,9,0,,,,,
14727428,ur.07455316430.18,12,9,2,project_pi,10523144,R00CA248838,n,n,,,12.5,12.2,15.3,,publication,12,0,16,16,0,,,,9,9,0,,,,,
10689589,ur.01211452600.43,26,14,1,project_pi,9513764,R15CA215874,n,n,,,5.5,6.7,7.1,,publication,16,0,8,8,0,,,,9,9,0,,,,,
11194685,ur.01046440021.25,39,13,1,project_pi,9506524; 9646337,R21CA218386,n,n,,,6,19.4,39.5,,publication,15,0,34,34,0,,,,9,9,0,,,,,
11955071,ur.01255014441.31,50,13,1,project_pi,10086074; 10328882; 10380283; 10524148; 9973323,R01CA241679,n,n,,,6,7.3,9.3,,publication,10,0,10,10,0,,,,9,9,0,,,,,
11273295,ur.0630240645.92,115,20,1,project_pi,10063199; 10146966; 9284220; 9481825; 9691290; 9925056,R01CA214805,n,n,,,6,6.9,6.4,,publication,56,0,21,21,0,,,,9,9,0,,,,,
9796900,ur.013261055257.04,190,13,1,project_pi,9719804,R01CA201873,n,n,,,9,12,9.9,,publication,47,0,15,15,0,,,,9,9,0,,,,,
10215206,ur.01172377167.05,10,9,1,project_pi,10044505; 10240298,R50CA243898,n,n,,,6,6.4,6.8,,publication,10,0,4,4,0,,,,9,9,0,,,,,
14123669,ur.016015032021.26,28,11,2,project_pi,10547983,R00CA248715,n,n,,,7,8.2,8.8,,publication,25,0,12,12,0,,,,9,9,0,,,,,
1864134,ur.016242027637.74,56,31,2,project_pi,10423769; 9283424; 9525894; 9843539,R01CA093678; R01CA270790,n,n,,,7,7.7,8.1,,publication,13,0,23,23,0,,,,9,9,0,,,,,
14413238,ur.01127531355.32,19,9,1,project_pi,10003971; 9353329; 9542648; 9757719,R50CA211440,n,n,,,10,11.4,15.2,,publication,16,0,11,11,0,,,,9,9,0,,,,,
11363954,ur.01030053755.74,57,10,1,project_pi,10349619; 10475845; 9581852; 9751240; 9979792,R37CA229337,n,n,,,4,4.8,3.4,,publication,10,0,3,3,0,,,,9,9,0,,,,,
15900553,ur.0714467024.83,75,9,1,project_pi,10446331,R37CA258761,n,n,,,6,7.9,14.7,,publication,35,0,38,38,0,,,,9,9,0,,,,,
6795294,ur.014746637777.55,218,16,1,project_pi,9269534; 9477429; 9710603,R01CA178343,n,n,,,8,7.9,9.3,,publication,93,0,19,19,0,,,,9,9,0,,,,,
10456806,ur.010720376027.98,60,14,1,project_pi,10087900; 10341049; 10498150; 9523470; 9840068; 9868899,R01CA219187,n,n,,,6,6.1,7.8,,publication,23,0,10,10,0,,,,9,9,0,,,,,
15224484,ur.014002440646.08,54,19,1,project_pi,10503616,R37CA273959,n,n,,,6,6.3,6.8,,publication,18,0,10,10,0,,,,9,9,0,,,,,
11168613,ur.01325664003.76,30,11,1,project_pi,10359242,R03CA259901,n,n,,,7,6.7,6.6,,publication,26,0,7,7,0,,,,9,9,0,,,,,
10049232,ur.0635163643.06; ur.01020106607.77,45,25,3,project_pi,10298948; 10457463; 9518216; 9725924,R01CA255323; R21CA219884,n,n,,,7,10.4,13.4,,publication,11,0,18,18,0,,,,9,9,0,,,,,
14079667,ur.016473736565.23,25,9,2,project_pi,10102369; 10159875; 10392487,R00CA230195,n,n,,,14,16.6,20.8,,publication,21,0,26,26,0,,,,9,9,0,,,,,
8398660,ur.015250645767.86,47,14,4,project_pi,9326825; 9530563; 9749041,R01CA192407,n,n,,,6,7,8.1,,publication,19,0,6,6,0,,,,9,9,0,,,,,
10529540,ur.0772251107.77,11,10,1,project_pi,9595753; 9951010,R03CA219434,n,n,,,8,10.1,9.2,,publication,10,0,10,10,0,,,,9,9,0,,,,,
8868949,ur.0634105657.19; ur.013532130302.40,125,32,1,project_pi,9433378,R03CA222452,n,n,,,7,8.5,10.8,,Multiple,25,1,22,22,1,,,,9,9,0,,,,,
7682084,ur.010670412233.57; ur.01177615545.02,67,23,1,project_pi,10135853; 9330620; 9443608; 9653975; 9939481,R01CA212638,n,n,,,6,6.5,6.7,,Multiple,18,1,7,6,1,,,,9,9,0,,,,,
10544239,ur.01164144001.43,29,10,2,project_pi,10005903; 10234033; 10251409; 9433358; 9589702; 9788347; 9940298,R03CA222450; U01CA235507,n,n,,,8,11.6,14.4,,Multiple,21,1,15,15,1,,,,9,9,0,,,,,
1860404,ur.012113010365.07; ur.015400300117.02,118,62,1,project_pi,10208767; 9386411; 9536708; 9735133; 9978722,R01CA142824,n,n,,,5,6.2,5.6,,Multiple,24,1,9,9,1,,,,9,9,0,,,,,
11262365,ur.01345451532.89,79,14,3,project_pi,10298311; 10345694; 10621529; 10642470,R01CA251374; R01CA267101,n,n,,,10,47.6,221.5,,Multiple,21,1,101,99,3,,,,9,9,0,,,,,
8629655,ur.01260125454.50,131,45,2,project_pi,9252439,R21CA202013,n,n,,,6,6.2,6.2,,Multiple,25,1,14,14,1,,,,9,9,0,,,,,
12553959,ur.01137461272.10,17,9,2,project_pi,10451914; 10473804,R00CA230312,n,n,,,12,12.8,14.3,,Multiple,14,1,10,8,2,,,,9,9,0,,,,,
15588534,ur.01140150111.95,68,24,2,project_pi,10620367,R00CA248944,n,n,,,7,9.1,8.5,,Multiple,15,1,24,23,1,,,,9,9,0,,,,,
10492858,ur.0651721705.33,22,12,1,project_pi,10194418; 10439599; 9637863; 9982251,R01CA233661,n,n,,,5.5,8,10.2,,Multiple,11,1,10,9,1,,,,9,9,0,,,,,
8740320,ur.0662715710.61,35,17,1,project_pi,10196725,R21CA260147,n,n,,,6,6.9,7.8,,Multiple,10,1,5,5,1,,,,9,9,0,,,,,
1894164,ur.012560776477.00,38,22,2,project_pi,9184543,R21CA194789,n,n,,,8,10.4,11.5,,Multiple,12,1,14,14,1,,,,9,9,0,,,,,
2269969,ur.011320541527.81,153,41,3,project_pi,10072037; 10333305; 9447855; 9625766; 9843119,R01CA212147,n,n,,,6,7.3,7.8,,Multiple,19,1,33,33,1,,,,9,9,0,,,,,
1969455,ur.01341052376.68,121,10,1,project_pi,10364495,R01CA258602,n,n,,,12,13.4,15.8,,Multiple,18,2,22,21,2,,,,9,9,0,,,,,
11031144,ur.010546227027.19,78,15,2,project_pi,10330342; 10357369; 10492637,R21CA259921; U01CA265719,n,n,,,8,8.9,7.9,,Multiple,34,2,8,8,1,,,,9,9,0,,,,,
6912764,ur.0660611712.53,250,25,1,project_pi,10210239; 10417097; 9961247,R01CA249799,n,n,,,6,7.6,9.7,,Multiple,30,3,32,32,2,,,,9,9,0,,,,,
11031336,ur.0745323152.08,28,11,3,project_pi,9606627; 9699453; 9725576,R21CA231486; R21CA232258,n,n,,,10,16.1,24.7,,publication,14,0,31,31,0,,,,10,10,0,,,,,
11182831,ur.010076063332.40,37,12,4,project_pi,10051409; 10302259; 9249516; 9379141; 9446765; 9544912; 9616254; 9829542,R03CA219744; R21CA205765; R37CA215081,n,n,,,10,10.4,12.7,,publication,21,0,18,18,0,,,,10,10,0,,,,,
10325017,ur.01141617415.14,24,14,1,project_pi,9233057; 9478759; 9676238,R01CA188561,n,n,,,10,10.8,12.2,,publication,13,0,23,23,0,,,,10,10,0,,,,,
10754308,ur.01145771541.55,17,10,2,project_pi,10109876; 10318664; 10621060; 9305633; 9443618,R03CA215941; R21CA252387,n,n,,,8,7.5,6.7,,publication,17,0,7,7,0,,,,10,10,0,,,,,
6875620,ur.01315457610.20,23,13,2,project_pi,10356596,R21CA259719,n,n,,,8,8.6,10.5,,publication,15,0,14,14,0,,,,10,10,0,,,,,
8887405,ur.0754511317.01,74,21,2,project_pi,10453867; 9260868; 9444410,R01CA262686; U01CA204695,n,n,,,8,11.1,16,,publication,21,0,41,41,0,,,,10,10,0,,,,,
10465203,ur.07730771317.23,29,14,2,project_pi,9333290,R21CA208746,y,n,,,9,12.3,12.8,,publication,10,0,19,19,0,,,,10,10,0,,,,,
6369739,ur.01363551137.22,28,23,1,project_pi,10012775; 10220898; 10459421; 9361724; 9504598; 9991240,R01CA219342,n,n,,,6.5,7.5,7.8,,publication,11,0,9,9,0,,,,10,10,0,,,,,
14324590,ur.01216045472.40; ur.01030214661.49; ur.01154236502.06; ur.015603200504.52,26,13,2,project_pi,10554641,R00CA246097,n,n,,,7,8.3,9.9,,publication,17,0,21,21,0,,,,10,10,0,,,,,
10469388,ur.01316672333.43; ur.0624626474.29,29,12,1,project_pi,10364840,R01CA259001,n,n,,,8,9,9.3,,publication,16,0,16,16,0,,,,10,10,0,,,,,
78587620,ur.0702372774.61,71,12,1,project_pi,10199678; 10449283,R21CA252436,n,n,,,6,11.5,17.7,,publication,40,0,31,31,0,,,,10,10,0,,,,,
9464076,ur.0601032433.21,98,15,1,project_pi,9334126,R01CA177686,n,n,,,8,8.6,10.1,,publication,18,0,13,13,0,,,,10,10,0,,,,,
1898951,ur.012037267417.23,45,19,5,project_pi,9284279,R01CA166492,n,n,,,8,8,9.1,,publication,14,0,19,19,0,,,,10,10,0,,,,,
7692955,ur.0776517541.59,26,10,1,project_pi,10041645; 10247736,R50CA251708,n,n,,,10.5,16.9,26.7,,publication,24,0,49,49,0,,,,10,10,0,,,,,
14077808,ur.0617200215.00,69,11,1,project_pi,10198222,R21CA259739,n,n,,,13,12.2,19,,publication,25,0,21,21,0,,,,10,10,0,,,,,
1863992,ur.01204707154.62,128,53,3,project_pi,9233054; 9269548; 9391904; 9437730; 9452023; 9598082; 9674398; 9899211; 9930880,R01CA137488; R01CA199111,n,n,,,7,11,10.1,,publication,16,0,21,21,0,,,,10,10,0,,,,,
11372316,ur.01047705365.43,32,12,2,project_pi,10000854; 10135438; 9752838; 9778750,R00CA201606,n,n,,,9.5,11.8,17.3,,publication,26,0,51,51,0,,,,10,10,0,,,,,
10289984,ur.01167243515.95,34,19,2,project_pi,9249502,R00CA177868,n,n,,,6,6.8,6.7,,publication,14,0,9,9,0,,,,10,10,0,,,,,
1929140,ur.01143741766.44,41,21,3,project_pi,10112838; 10381619; 9657899; 9895651,R01CA227188,n,n,,,7,7.1,8,,publication,20,0,15,15,0,,,,10,10,0,,,,,
10806199,ur.0647641475.92,23,10,3,project_pi,10367060; 9269527,R00CA175700; R01CA258833,n,n,,,14,14,13.8,,publication,23,0,26,26,0,,,,10,10,0,,,,,
11023228,ur.015221337277.99,23,10,2,project_pi,9441588; 9741072,R03CA223637,n,n,,,9,9,10,,publication,20,0,6,6,0,,,,10,10,0,,,,,
14889240,ur.013502474053.06,21,10,2,project_pi,10451996; 10459634,R00CA237630,n,n,,,11,16.6,22.7,,publication,18,0,19,19,0,,,,10,10,0,,,,,
14884289,ur.01073662230.60,22,10,1,project_pi,10165662; 10408043; 9660879; 9906859,R01CA222224,n,n,,,13.5,13.2,14.2,,publication,21,0,14,14,0,,,,10,10,0,,,,,
9613118,ur.0626650242.65,43,22,4,project_pi,10437418; 9340080; 9544025,R01CA188464; R03CA262490,n,n,,,6,7.1,8.3,,publication,15,0,12,12,0,,,,10,10,0,,,,,
9036401,ur.01365235431.66,63,23,1,project_pi,9507315; 9775479,R21CA227917,n,n,,,6,7,9.7,,publication,13,0,15,15,0,,,,10,10,0,,,,,
10381740,ur.0716731667.22,132,19,1,project_pi,10409855; 10443904; 9499264; 9668104; 9895639,R37CA225791,n,n,,,8,8.2,11.2,,publication,49,0,25,25,0,,,,10,10,0,,,,,
1891351,ur.01152771667.96; ur.01352460331.66,54,17,1,project_pi,9332092; 9332104; 9332105; 9379097; 9539534; 9539546; 9539547; 9766628; 9771961; 9782856; 9782858,P20CA192994,n,n,,,12,13.3,17,,publication,27,0,35,35,0,,,,10,10,0,,,,,
12595453,ur.0614761654.47,23,10,1,project_pi,10344681,R01CA266617,n,n,,,13,11.2,13.1,,publication,21,0,12,12,0,,,,10,10,0,,,,,
1923625,ur.01164104247.36,18,10,1,project_pi,9230348,R01CA171785,n,n,,,8.5,8.3,8.9,,publication,16,0,6,6,0,,,,10,10,0,,,,,
12363464,ur.0664300637.06; ur.01342421550.12,175,39,1,project_pi,10158012; 9734658; 9920106,R01CA238783,n,n,,,10,10.8,12.8,,publication,43,0,41,41,0,,,,10,10,0,,,,,
11253796,ur.011134014131.57; ur.01235774602.13; ur.014633205425.41,57,11,1,project_pi,10083992; 10368045,R01CA254515,n,n,,,7,7.8,12.4,,publication,23,0,25,25,0,,,,10,10,0,,,,,
11256587,ur.016507646247.89,19,13,2,project_pi,10002425,DP2CA260416,n,n,,,4,4.9,5.3,,publication,12,0,4,4,0,,,,10,10,0,,,,,
12254714,ur.0660051173.84,21,11,2,project_pi,10291608; 9231038; 9540840; 9761675,R03CA212556; R15CA263784,y,n,,,8,8.8,8.5,,publication,10,0,9,9,0,,,,10,10,0,,,,,
10956752,ur.0602571156.14,95,14,1,project_pi,10365891,R01CA258464,n,n,,,8,8.3,9.1,,publication,63,0,7,7,0,,,,10,10,0,,,,,
12101324,ur.01063305403.50,30,10,1,project_pi,10499378,R01CA272573,n,n,,,9.5,9.2,11.8,,publication,25,0,11,11,0,,,,10,10,0,,,,,
12158761,ur.0757406143.88,48,13,1,project_pi,9316123; 9472302,R03CA216528,n,n,,,4,6.3,7.2,,publication,12,0,8,8,0,,,,10,10,0,,,,,
9707117,ur.01342407100.53,22,10,1,project_pi,9404017; 9612522,R01CA172724,n,n,,,9.5,10.5,11.2,,publication,19,0,13,13,0,,,,10,10,0,,,,,
15023255,ur.01020756517.39,31,18,1,project_pi,10305324; 10474599,R21CA264353,n,n,,,6,5.6,5.8,,publication,11,0,10,10,0,,,,10,10,0,,,,,
9379561,ur.014715647017.18,60,22,3,project_pi,9698720; 9904589,R03CA230299,n,n,,,6,6.9,6.6,,publication,22,0,10,10,0,,,,10,10,0,,,,,
1888736,ur.01270060176.57,68,30,2,project_pi,9493059,R01CA160255,n,n,,,4,5.4,6.4,,publication,12,0,9,9,0,,,,10,10,0,,,,,
1876575,ur.01005000414.26,103,21,4,project_pi,9302311; 9318453; 9513497; 9527750; 9720886; 9954004,R01CA031798; R01CA210920,n,n,,,6,7.1,9.5,,publication,29,0,13,13,0,,,,10,10,0,,,,,
6826469,ur.01311770531.43,26,10,1,project_pi,9197973; 9402063; 9613228; 9840445,R01CA202778,n,n,,,11,11.7,14.5,,publication,19,0,10,10,0,,,,10,10,0,,,,,
9861194,ur.01050617201.38,32,10,1,project_pi,10072044; 9851244,R21CA244025,n,n,,,11.5,11.2,16.5,,publication,25,0,34,34,0,,,,10,10,0,,,,,
9422491,ur.0771510401.29,42,12,3,project_pi,10226820; 10443727; 10551646; 9220760; 9816491; 9951011,R01CA268014; R21CA202011; R37CA234030,n,n,,,7,7.4,7.8,,publication,26,0,18,18,0,,,,10,10,0,,,,,
11831071,ur.01236152443.89,114,12,1,project_pi,10430928,R21CA264635,n,n,,,12,12.9,21,,publication,83,0,29,29,0,,,,10,10,0,,,,,
9583253,ur.01116257217.27,53,20,1,project_pi,9257317,R01CA166749,n,n,,,6,8.2,9.7,,publication,15,0,13,13,0,,,,10,10,0,,,,,
2091439,ur.010465601407.78; ur.015637354032.64,40,29,6,project_pi,10200710; 9247711; 9461950; 9814796; 9928397,R01CA183074; R01CA233558,n,n,,,6,7.4,7.4,,publication,11,0,14,14,0,,,,10,10,0,,,,,
11325526,ur.01277130447.34,12,12,2,project_pi,9613353; 9634868; 9853741,R00CA194314,y,n,,,8,10.1,10.1,,publication,10,0,10,10,0,,,,10,10,0,,,,,
7897025,ur.01365205763.12,150,15,4,project_pi,10118771; 10256724; 10498726; 10552842; 10687330,R01CA272377; UG3CA256959; UG3CA275697; UH3CA256959,n,n,,,9,20.2,13.6,,publication,54,0,30,30,0,,,,10,10,0,,,,,
2091259,ur.01364056572.48,24,13,4,project_pi,10118124; 10357911; 10426930; 9969657,R03CA269701; R37CA240846,n,n,,,6,5.5,6.2,,publication,11,0,8,8,0,,,,10,10,0,,,,,
1866202,ur.0704623227.62,63,32,2,project_pi,9814407; 9965843,R21CA235092,n,n,,,6,6.6,7.2,,publication,16,0,14,14,0,,,,10,10,0,,,,,
8345029,ur.0605430143.69,72,18,1,project_pi,9391441; 9534031,U01CA221229,n,n,,,7.5,11.4,19.3,,publication,18,0,26,26,0,,,,10,10,0,,,,,
9339062,ur.01121027413.82,37,23,2,project_pi,10058388; 10163145,R01CA244350,n,n,,,9,10,10.4,,publication,13,0,16,16,0,,,,10,10,0,,,,,
10068773,ur.01205613100.39,72,27,2,project_pi,10129923; 10522877; 9949260,R01CA274534; R21CA249274,n,n,,,9,9.2,10.7,,publication,23,0,11,11,0,,,,10,10,0,,,,,
2104588,ur.01014026577.41,23,23,2,project_pi,9240614; 9437697; 9637331; 9867626,R01CA195558,y,n,,,6,7.3,7.3,,publication,10,0,9,9,0,,,,10,10,0,,,,,
2185790,ur.01157126775.49,70,39,4,project_pi,9247138; 9302704; 9477433; 9516947; 9587710; 9685119; 9741100,R01CA097093; R01CA181359; R21CA230065,n,n,,,8,8.2,8.4,,publication,20,0,21,21,0,,,,10,10,0,,,,,
6409573,ur.01234202744.12,96,33,2,project_pi,10199952; 10518897; 9365563; 9513502; 9747823; 9986447,R01CA218255,n,n,,,6,8.4,11.5,,publication,23,0,22,22,0,,,,10,10,0,,,,,
8898783,ur.0725716160.49,28,15,2,project_pi,10063487; 10322388; 9445143; 9614867; 9833501,R01CA215410,n,n,,,12,11.5,12,,publication,16,0,23,23,0,,,,10,10,0,,,,,
12100861,ur.01357055042.42,23,18,1,project_pi,10219981; 9289598; 9565518; 9612652; 9761470; 9993413,R01CA214550,n,n,,,6,6.4,6.4,,publication,14,0,5,5,0,,,,10,10,0,,,,,
6987847,ur.01051561736.35,37,15,2,project_pi,9562781; 9987213,DP2CA239145,n,n,,,14,15.4,19.3,,publication,22,0,35,35,0,,,,10,10,0,,,,,
9341233,ur.01227172231.65,49,12,2,project_pi,10221254; 10688350; 9275926; 9477623; 9879996,R01CA175088; U01CA260469,n,n,,,5,8.2,18,,publication,16,0,48,48,0,,,,10,10,0,,,,,
1874802,ur.01174067307.24,35,17,7,project_pi,10249150; 10403566; 9217593; 9248868; 9334123; 9440984; 9555800; 9970659; 9973869,R01CA097022; R01CA182495; R01CA184594,n,n,,,8,8.3,9.2,,publication,17,0,9,9,0,,,,10,10,0,,,,,
9506005,ur.01236133457.66,61,19,1,project_pi,10058694; 10219200; WITHHELDAPPL58; 10754997,R01CA243164,n,n,,,5,6.2,7,,publication,18,0,8,8,0,,,,10,10,0,,,,,
9510196,ur.0752667625.47,16,11,3,project_pi,10522358; 9306788; 9514076; 9701937,R01CA188471; R01CA266432,n,n,,,5.5,7.9,8.8,,publication,14,0,15,15,0,,,,10,10,0,,,,,
7044151,ur.01252064734.09; ur.012466216414.97,51,18,1,project_pi,10114223; 9307156; 9451277; 9648102; 9870882,R01CA207086,n,n,,,7,7.6,9.3,,publication,24,0,15,15,0,,,,10,10,0,,,,,
14900276,ur.0774514700.45,33,11,2,project_pi,10469715; 10490347,R00CA259511,n,n,,,14,19.1,31.9,,publication,18,0,40,40,0,,,,10,10,0,,,,,
8630940,ur.01205521703.30,27,16,3,project_pi,9301279; 9372186; 9554808; 9555141; 9564078,R01CA177652; R21CA218504,n,n,,,6,7.7,8.9,,publication,14,0,18,18,0,,,,10,10,0,,,,,
10755933,ur.01030773167.43,31,15,2,project_pi,10131155; 10318902; 10378747; 10491243; 9765880; 9893850,R01CA239590; R01CA264913,n,n,,,6,7.6,6.8,,publication,17,0,13,13,0,,,,10,10,0,,,,,
10598952,ur.01166567046.08; ur.01073715557.24,19,14,4,project_pi,10119621; 10319606; 9600286; 9618711; 9792230; 9828492,R00CA190836; R37CA247994,n,n,,,9,10.2,10.9,,publication,14,0,23,23,0,,,,10,10,0,,,,,
7032239,ur.012755426147.54,28,18,7,project_pi,10158454; 10406262; 10601295; 9228337; 9269536; 9330825; 9487967; 9542265; 9814413; 9948601,R01CA176844; R01CA179914; R01CA188452; R01CA234050,n,n,,,11,10.9,9.8,,publication,16,0,14,14,0,,,,10,10,0,,,,,
1972268,ur.012036033437.12,24,23,5,project_pi,10067535; 10121205; 10300064; 10437601; 9304018; 9316540; 9512802; 9527069; 9718142; 9743736; 9866471,R01CA187052; R01CA197995; R01CA244912,y,n,,,8.5,8.5,8.4,,publication,10,0,16,16,0,,,,10,10,0,,,,,
7803473,ur.0677745676.81; ur.0750466636.18,64,18,2,project_pi,9728391; 9868923,R21CA238100,n,n,,,9,10,10.2,,publication,17,0,16,16,0,,,,10,10,0,,,,,
1887476,ur.01275463305.44,104,32,1,project_pi,9329295; 9543424; 9767079,U01CA202123,n,n,,,8,10.6,10.1,,publication,18,0,10,10,0,,,,10,10,0,,,,,
7301949,ur.0771715107.61,31,12,1,project_pi,10092975; 10360445; 9661212; 9868904,R01CA222856,n,n,,,10,11.1,11.8,,publication,15,0,12,12,0,,,,10,10,0,,,,,
9286984,ur.0724754266.61,16,10,1,project_pi,9301176; 9532807,R03CA215372,n,n,,,8,9.4,9.3,,publication,15,0,13,13,0,,,,10,10,0,,,,,
12200995,ur.01221721361.51,12,11,2,project_pi,10159425; 10247832; 10440479,R00CA230178,n,n,,,4.5,6.3,6.5,,publication,11,0,9,9,0,,,,10,10,0,,,,,
7070153,ur.014576667307.43,46,32,4,project_pi,10103964; 10104455; 10347315; 9542593; 9654718; 9878800,R01CA224696,n,n,,,5.5,6.8,7.1,,publication,15,0,18,18,0,,,,10,10,0,,,,,
